20180808047	:::	"1-trigonometry 2-euclid"	7
20180808052	:::	Heliocentric system and geocentric system. Geocentric system says the world is the center of the universe. Heliocentric says the sun is the center. So many scientists argue that and study that.	10
20180808054	:::	Geocentric model and Heliocentric model	10
20180808055	:::	first one the earth centered universe idea, it used most greeeks until galileo. the second is founded by galileo. the earth not center of universe, earth only a planet and we have orbit of sun	0
20180808068	:::	"Greeks, calculated Earths diameter. They calculated with the shadow length. Because sunlight is not the same length when it approach to the Earth. Coppernicus invented planets orbits. Kepler invented a mathematical approach between to planets's areas"	0
20180808077	:::	.	0
20180808080	:::	.	0
20180808081	:::	Trigonometry - Euclid	7
20180808085	:::	geocentric heliocentric system	10
20180808086	:::	Zenox paradoks and Thales teoremi	5
20190808002	:::	geocentric model, earth is center of the universe and all planets move around it and heliocentric model ,sun is the center of the universe and all planets move around it. 	10
20190808005	:::	These are heliocentric model and geocentric model. In heliocentric model, sun is the center of universe. However, ın geocentric model Earth is the center of universe.	10
20190808006	:::	It  has been investigated whether the universe is earth-centered or heliocentric.There are approaches such as the Copernican Revolution, the Scientific Revolution, scientific evaluation.	5
20190808008	:::	"Universal Law of Gravitation Configurations of Planets"	0
20190808009	:::	"Geocentric System ; Earth centripetal universe Heliocentric System ; Sun centriptetal universe"	10
20190808010	:::	These are Copernican revolution and the Scientific revolution.	0
20190808011	:::	Understanding the order of the universe. Understanding our place in the universe.	0
20190808012	:::	geocentric and heliocentric	10
20190808013	:::	m	0
20190808014	:::	"Socrates, Plato and Aristotle established / founded the fundamentals of astronomy, biology, mathematics etc. Euclid has summarized fundamental knowledge of optics, for example reflection, diffusion and vision."	7
20190808016	:::	Observation and geometry.	0
20190808017	:::	geocentric and heliocentric	10
20190808021	:::	Geocenteric (Earth centered) and Heliocenteric (Sun centered)	10
20190808022	:::	What greeks did was observational astronomy. They were looking, observing and recording. After Isaac Newton, we started to see theoretical astronomy which how we know the existence of black holes until we got a picture of it.	0
20190808023	:::	"Greeks thought that center of universe is earth and all the heavenly objects are perfect sphere. There are two model to study astronomy.One of them is geocentric model, the other is heliocentric model."	10
20190808024	:::	Heliocentric and geocentric models are discussed from people at that time. Helicentric model accept the Sun is the center of cosmos.However geocentric model accept the Earth is the center of model.	10
20190808025	:::	"1-Descartes: the light we see from the sun is the result of pressure on the aether. 2-Aristoteles: Celestial bodies are perfect and their orbits are circular."	0
20190808026	:::	One of these the earth is the center of the universe. And the another is the sun center of the universe. These are also heliocentric and geocentric.	10
20190808027	:::	Heliocentric model and geocentric model is the two approaches to the astronomy in Greeks.	10
20190808028	:::	"They put forward 2 systems. 1-Heliocentric 2- Geocentric Aristarcus and Ptolemy had great contributions in these approaches."	10
20190808029	:::	These are geocentric which is earth-centered model and heliocentric which is sun-centered model.	10
20190808030	:::	greeks say the Earth is the center of the universe and it's the geocentric model. Newton says Earth is not the center of the Universe, Sun is the center and this model is the heliocentric model.	10
20190808032	:::	these are observation and theory.	0
20190808034	:::	While the Greeks considered the world the center of the universe when they worked on astronomy;later studies showed that the universe was far from Earth-oriented.	0
20190808035	:::	"The first one is that we should not watch the sky, only God knows what's going on up there. The second one is that, ..."	0
20190808036	:::	Firstly in the early days the earth was considered the center of the universe. Geocentric model was adopted. Later, scientists such as Copernicus and Kepler proposed the heliocentric system. Newton supported this view with his studies.	10
20190808038	:::	gravity.	0
20190808039	:::	prediction,observation, experimentation and mathematics of science but mathematics of science is more effective with Newton.	0
20190808040	:::	.	0
20190808041	:::	Greek scientist preempted Newton in Mechanics, Physics.	10
20190808044	:::	Geocentric and heliocentric approaches. Geocentric says Earth is the center of the universe but heliocentric says the Sun is the in the center.	10
20190808045	:::	"Newton preferred to study astronomy with lights and spectra. The Greeks, on the other hand, progressed mostly by watching the sky and recording what they saw."	0
20190808046	:::	First approaches is geocentric model and the second is heliocentric model.	10
20190808047	:::	"He  formulated his law of Universal Gravitation in the Principia, which states that every point mass attracts every single other point mass by a force pointing along the line intersecting both point.(F=G*(m1*m2)/r2) Also his prediction that the Earth was likely shaped as an “oblate spheroid” – i.e. a sphere that experienced flattening at the poles."	0
20190808048	:::	"geocentric model, perfect heavenly bodies heliocentric model"	10
20190808050	:::	These approaches were Geocentric model by Ptolemy and Heliocentric model by Copernican.	10
20190808051	:::	"kepler's laws newton's exploration of the spectrum using the prism"	0
20190808053	:::	distance of the sun distance of the moon  thales circle is perfect for greeeks size of moon  body with a force depends on the mass kepler laws 	0
20190808055	:::	Copernicus geocentric system and Aristoteles models.	5
20190808056	:::	"Smallness of celestial bodies is relative to their distance . And it is about geometry. The motion of the planets is according to certain rules"	0
20190808057	:::	Geocentric and heliocentric.	10
20190808059	:::	"Aristotelian Geocentric approach. Copernican Heliocentric approach."	10
20190808060	:::	People thought that earth was the center and other planets revolved around it. Also the planets were in perfect sphere shape. For them, planets travelled backwards(Retrograde motion). But Newton proved that planets used pulling force to each other so they travel in epillictic way.	0
20190808061	:::	"Ancient greeks people find planets with their eyes by looking among the stars Newton according to Kepler laws which are three laws that gives us information about planets and orbits and calculation among them .Newton)calculates and finds the planets according to this he found his own newton laws."	0
20190808062	:::	Heliocentric study and geocentric study.Copernicus found Heliocentric study and Galileo found supporting evidence for Heliocentric study.Ptolemy Batlamyus found Geocentric study it was accepted for a long time until Copernicus found Heliocentric model.	10
20190808063	:::	Greeks had theories with observation. They used geometry. One of the approaches was "Our world is center of the universe." in Greeks. After Galilelo invented telescope, they found new informations. For instance other planets also had moons and orbit just like world.	0
20190808064	:::	heliocentric ve geocentric	10
20190808065	:::	"Mechanics,Physics. He invented physical modeling using matematical formula. He formulated center of mass and he estimated PI number."	10
20190808066	:::	geocentric and heliocentric systems. according to geocentric system the Earth is in the center of universe. According to heliocentric system , there is sun in the center and the earth revolves around the sun.	10
20190808068	:::	..	0
20190808071	:::	"Greeks had certain laws that made by Aristotles and the church. But in the Newtons time there were no certain rules there were people that can believe the evolution of science."	0
20190808072	:::	bilemiyorum..	0
20190808074	:::	These are heliocentric model and geocentric model.	10
20190808075	:::	"The Earth is the center of the Universe. This is Geocentric Model The Sun is the center of the Universe. This is Heliocentric Model."	10
20190808076	:::	"geocentrical heliocentrical"	10
20190808080	:::	In their work we find  a shift from stellar to planetary concerns,  the creation of a geometrical model, the "two-sphere model," for the representation of stellar and planetary phenomena, and  the establishment of criteria governing theories designed to account for planetary observations	0
20190808081	:::	Heliocentric and geocentric	10
20200808002	:::	Geocentric, believing into dogmas and heliocentric, only evaluating observations approach.	10
20200808004	:::	They are heliocentric and geocenctric models. Heliocentric model is sun-based planet system. Geocentric model is earth-based planet system. Between these times there has been a lot of development and ideas.	10
20200808012	:::	Observation and theorize: Greeks did the observation first then theorize it, but Newton theorize first and then observe to claim proofs. Deduction and induction.	0
20200808017	:::	heliocentric and geocentric models. Heliocentric tells us sun is center of universe. Geocentric tells us earth is center of universe. Geocentric was popular for greeks because of aristotle. But aristarcus supposed the heliocentric. Newton,kepler,copernicus supported the heliocentric with observations or proofs. Galileo had proof about heliocentric. But they punished him because of bible.	10
20200808034	:::	Greeks approach was more about finding facts rather than explaining them. So Newton's approach was to find rules about how the universe works and adapt them to mathematics.	0
20200808055	:::	Goemetric approach and Newtonian approach	10
20200808056	:::	Observational astronomy and theoretical astronomy.	0
20200808058	:::	First one is planets are perfect circular shape and moves circular. The another one is earth is the center of the universe. 	0
20200808059	:::	Heliocentric universe and ı do not know exactly but maybe size of the month.	5
20200808061	:::	Greeks has heliocentric model and Greeks said that the earth was the center of the universe and calculated how far the earth and moon.Greeks said that atoms are indivisible.Newton has geocentric model and.Newton said that the earth was not the center of the universe because he find Jupiter moons and he discovered telescope.And Newton  was working with more details.	10
20200808065	:::	Geocentric (Earth central) and Heliocentric (Sun central).	10
20200808069	:::	Greeks belived  geocentric model so they observed sky .Greeks invented calendar for agriculture.Newton also found gregorian calendar for accuracy to important days .Newton also observed nature and try to  explain move of planet. 	5
20200808071	:::	"Eudoxan astronomy Hellenistic astronomy"	0
20200808502	:::	"a) Galileo deducted that the Earth cannot revolve around the Sun, because the Moon revolves around it. b) Remer calculated the speed of light 230 000 km/s "	0
20200808602	:::	telescope, trigonometry, thales	0
20200808603	:::	"Greeks said that planets move. They believed the earth is the center of the world."	0
20200808604	:::	Geocentric and heliocentric system	10
20200808605	:::	I don't know.	0
20200808606	:::	Greeks believed in geocentric model that makes earth the center of the system.But Newton believed heliocentric model that makes sun the center of the system.   	10
20200808607	:::	Galileo determined the laws of gravity and discovered the laws of motion on earth. … Newton, who was well acquainted with these consolidated theories, proved that the force acting on the planets was the same force that caused the apple to fall on the tree: gravity.	0
20200808608	:::	Heliocentric system is the system in which the sun is considered the center of the universe and geocentric system is the system in which the earth is considered the center of the universe.	10
20200808610	:::	Greeks used observation style with their eyes. Newton used a telescope to study astronomy.	0
20200808611	:::	creation of a geometrical model,two sphere model and Eudocan astronomy and Ptolemaic astronomy.	10
